genes	INSR	HFE	NFIC	PPP1R13L	TREM2	PSMA1	DPP10	MTHFD1L	CLASRP	VSNL1	MAN2A1	CYP8B1	MAPT	CLMN	CCR2	HS3ST1	FERMT2	BLOC1S3	HLA-DRB5	PICALM	APOC2	CLNK	HLA-DRB1	SLC24A4	CHRNA2	CLPTM1	PPARG	MMP12	MS4A4A	ACHE	SORCS1	ABCA7	TCF7L2	EXOC3L2	DSG2	CEACAM16	CELF1	PILRA	PLCG2	ZNF652	LILRA5	SCN1A	FRMD4A	CACNA2D1	CACNA1G	CHRNA7	UBQLN1	APOC4	PACSIN3	CRH	SCARB1	ZCWPW1	SUCLG2	MAPK8IP1	NKPD1	BIN1	APOB	KIT	GRIN2A	SCN8A	PTK2B	PLAU	VLDLR	BACE1	UBE2L3	APP	NME8	PDGFRB	ADAM10	CNTNAP2	CNTNAP5	BZW2	HMGCR	TRAPPC6A	CASS4	CDC25B	ALDH1A2	ALDH5A1	CLU	SCIMP	CALHM1	CHRNB2	EPHA1	SPON1	VASP	MMP3	LIPG	CBLC	IL1B	TOMM40	IGSF23	ECE1	MADD	HLA-DRA	GLIS3	CD33	MT-ND2	HBEGF	CCRL2	STAT4	INPP5D	ADAMTS4	MMP13	PPP1R37	MS4A4E	RELB	MS4A6A	APOE	OARD1	BCAM	RBFOX1	TFCP2	PSEN1	GSK3B	ABCA1	ABI3	BCHE	MS4A2	HARBI1	LRP4	PSEN2	PVR	BCAS3	ACE	KIR3DL2	SYNJ1	PFDN1	MYO16	RIN3	ECHDC3	MARK4	APOC1	BCL3	APH1B	CD2AP	GAB2	PVRL2	FBXL7	OR4S1	IL6R	CR1	GRIN3B	CRY2	ESR1	SORL1	BCL2	ACP2	label
KIAA1143	0.0231566	0.0196736	0.0315764	0.0315764	0.0315764	0.0535966	0.00997894	0.0315764	0.0315764	0.0240564	0.0607916	0.0315764	0.0231566	0.0231566	0.0315764	0.0196736	0.0196736	0.0231566	0.015768	0.015768	0.0315764	0.0315764	0.0231566	0.0231566	0.0315764	0.0315764	0.0315764	0.0315764	0.0168594	0.0315764	0.0315764	0.0315764	0.0196736	0.0315764	0.0231566	0.0196736	0.0196736	0.0315764	0.0315764	0.0315764	0.0315764	0.00997894	0.0316164	0.0331031	0.0315764	0.0168594	0.0196736	0.0315764	0.0315764	0.0196736	0.0168594	0.015768	0.0209283	0.0231566	0.0315764	0.0315764	0.0315764	0.0209283	0.0231566	0.0315764	0.0240564	0.0315764	0.0351317	0.029061	0.0573845	0.0231566	0.0315764	0.0168594	0.0351317	0.0240564	0.0231566	0.0381232	0.0316164	0.0315764	0.0315764	0.0231566	0.0231566	0.0196736	0.0408771	0.0231566	0.0231566	0.0315764	0.0315764	0.0231566	0.0231566	0.0315764	0.0231566	0.0315764	0.0315764	0.0315764	0.00997894	0.0315764	0.0315764	0.00997894	0.015768	0.0315764	0.00997894	0.0196736	0.0315764	0.0231566	0.0315764	0.0315764	0.0315764	0.0315764	0.00997894	0.0315764	0.0196736	0.0196736	0.0381232	0.0315764	0.0240564	0.0240564	0.0168594	0.00997894	0.0268917	0.0315764	0.0231566	0.0315764	0.00997894	0.0268917	0.0196736	0.0315764	0.0231566	0.0315764	0.015768	0.00997894	0.0622735	0.0231566	0.0315764	0.0315764	0.0231566	0.0231566	0.0315764	0.0331031	0.0316164	0.0231566	0.0231566	0.00997894	0.00997894	0.0315764	0.0196736	0.0315764	0.0196736	0.0315764	0.00997894	0.0315764	0.0240564	0
SMIM7	0.0209283	0.0231566	0.015768	0.0315764	0.0231566	0.0480393	0.015768	0.015768	0.00997894	0.0168594	0.015768	0.0231566	0.0196736	0.015768	0.0196736	0.0196736	0.015768	0.0168594	0.0209283	0.015768	0.0231566	0.0168594	0.0381232	0.0168594	0.0315764	0.0316164	0.0196736	0.0231566	0.0168594	0.0231566	0.0196736	0.0231566	0.0268917	0.0196736	0.0196736	0.015768	0.029061	0.0168594	0.0196736	0.029061	0.0315764	0.00997894	0.0196736	0.0231566	0.0231566	0.015768	0.015768	0.0231566	0.00997894	0.0231566	0.0231566	0.0231566	0.00997894	0.0231566	0.0168594	0.0168594	0.0231566	0.0240564	0.0231566	0.0231566	0.0196736	0.0168594	0.0209283	0.0422906	0.0351317	0.015768	0.0315764	0.0420531	0.0240564	0.0196736	0.0196736	0.015768	0.0316164	0.0268917	0.0231566	0.029061	0.0196736	0.00997894	0.029061	0.0231566	0.0196736	0.0231566	0.0231566	0.0209283	0.0196736	0.0196736	0.0196736	0.0231566	0.0196736	0.0168594	0.00997894	0.0196736	0.0209283	0.0381232	0.015768	0.0231566	0.00997894	0.0240564	0.0231566	0.015768	0.0196736	0.0196736	0.0231566	0.0231566	0.00997894	0.0196736	0.0168594	0.00997894	0.0408771	0.0231566	0.0196736	0.0381232	0.0331031	0.0196736	0.00997894	0.0196736	0.0209283	0.0231566	0.0168594	0.0168594	0.038545	0.0231566	0.0408771	0.0231566	0.00997894	0.0268917	0.0268917	0.0231566	0.0231566	0.00997894	0.0240564	0.0168594	0.0231566	0.0196736	0.0268917	0.0351317	0.0168594	0.0331031	0.00997894	0.0196736	0.0231566	0.0168594	0.00997894	0.0231566	0.0316164	0.0231566	0.0209283	0
TPRXL	0.0196736	0.0422906	0.0196736	0.00997894	0.0196736	0.0231566	0.0168594	0.0268917	0.015768	0.00997894	0.0196736	0.0455834	0.00997894	0.0196736	0.0331031	0.00997894	0.0231566	0.0209283	0.0168594	0.0196736	0.0209283	0.0381232	0.0196736	0.0209283	0.0331031	0.015768	0.0209283	0.0316164	0.015768	0.0209283	0.0209283	0.0168594	0.0168594	0.0351317	0.00997894	0.00997894	0.0331031	0.0168594	0.0209283	0.00997894	0.038545	0.015768	0.0268917	0.0168594	0.0209283	0.015768	0.0231566	0.038545	0.0196736	0.0268917	0.015768	0.0168594	0.0231566	0.00997894	0.0316164	0.0231566	0.0364888	0.0168594	0.0240564	0.029061	0.0240564	0.0209283	0.0196736	0.0168594	0.0196736	0.0196736	0.0209283	0.00997894	0.0196736	0.0240564	0.0381232	0.0196736	0.0196736	0.0196736	0.0331031	0.0196736	0.0420531	0.0168594	0.0196736	0.0316164	0.0442577	0.029061	0.0316164	0.0168594	0.00997894	0.015768	0.00997894	0.029061	0.0268917	0.00997894	0.00997894	0.0209283	0.00997894	0.00997894	0.00997894	0.029061	0.00997894	0.0168594	0.0240564	0.0316164	0.0209283	0.0209283	0.0331031	0.0209283	0.00997894	0.0240564	0.00997894	0.00997894	0.0231566	0.0268917	0.0209283	0.0196736	0.015768	0.029061	0.015768	0.0316164	0.0196736	0.0364888	0.015768	0.0168594	0.015768	0.0268917	0.0168594	0.0209283	0.00997894	0.015768	0.0196736	0.0209283	0.0240564	0.0209283	0.00997894	0.0168594	0.00997894	0.00997894	0.0231566	0.0196736	0.0268917	0.0196736	0.015768	0.0168594	0.0240564	0.00997894	0.00997894	0.038545	0.0196736	0.0240564	0.0168594	0
C2ORF69	0.0231566	0.0315764	0.0315764	0.0196736	0.0315764	0.0442577	0.0506398	0.0315764	0.0196736	0.0622735	0.0420531	0.0315764	0.0209283	0.0240564	0.0196736	0.00997894	0.0196736	0.0231566	0.0168594	0.0316164	0.0315764	0.0231566	0.0231566	0.0196736	0.0315764	0.015768	0.0315764	0.0315764	0.0168594	0.0231566	0.00997894	0.0231566	0.015768	0.0231566	0.0231566	0.00997894	0.0231566	0.0231566	0.0231566	0.00997894	0.0315764	0.015768	0.0168594	0.0442577	0.0196736	0.0168594	0.0660758	0.0315764	0.0315764	0.0196736	0.0315764	0.0231566	0.0209283	0.0231566	0.0196736	0.0209283	0.0315764	0.0231566	0.0168594	0.0196736	0.0231566	0.0315764	0.0381232	0.0168594	0.038545	0.00997894	0.0231566	0.0315764	0.015768	0.0209283	0.0196736	0.0168594	0.0471829	0.0231566	0.0231566	0.00997894	0.0315764	0.0231566	0.0168594	0.0231566	0.0231566	0.0315764	0.0231566	0.0381232	0.0196736	0.0231566	0.0168594	0.0315764	0.0231566	0.0231566	0.00997894	0.0315764	0.0168594	0.0315764	0.0168594	0.0196736	0.00997894	0.0315764	0.0315764	0.0331031	0.0315764	0.0231566	0.0231566	0.0315764	0.00997894	0.0231566	0.0168594	0.0315764	0.00997894	0.0315764	0.0351317	0.015768	0.0231566	0.0231566	0.0196736	0.0315764	0.0168594	0.0315764	0.0196736	0.0196736	0.0231566	0.0315764	0.0196736	0.0315764	0.00997894	0.0506398	0.00997894	0.015768	0.0231566	0.0168594	0.0231566	0.0315764	0.0315764	0.0316164	0.00997894	0.0168594	0.0315764	0.0231566	0.00997894	0.0231566	0.0231566	0.0231566	0.00997894	0.0315764	0.0240564	0.0315764	0.00997894	0
ABHD16B	0.0196736	0.0316164	0.0231566	0.029061	0.0168594	0.0315764	0.0315764	0.0231566	0.0231566	0.0315764	0.0315764	0.0498384	0.0315764	0.0315764	0.0351317	0.0315764	0.0315764	0.0231566	0.0168594	0.0315764	0.0455834	0.053787	0.0231566	0.0196736	0.0480393	0.0231566	0.0168594	0.0364888	0.0168594	0.0196736	0.0231566	0.0196736	0.0231566	0.0591843	0.015768	0.0209283	0.0231566	0.0196736	0.00997894	0.0231566	0.0506398	0.0231566	0.0315764	0.0315764	0.0196736	0.00997894	0.0315764	0.0660758	0.0168594	0.0315764	0.0196736	0.0196736	0.0315764	0.0231566	0.0679007	0.0315764	0.038545	0.0315764	0.0196736	0.0196736	0.0196736	0.0331031	0.0315764	0.0315764	0.0315764	0.0315764	0.0422906	0.0196736	0.0315764	0.0315764	0.015768	0.0315764	0.0315764	0.00997894	0.0488975	0.0315764	0.0196736	0.0315764	0.0315764	0.0209283	0.0442577	0.015768	0.038545	0.0315764	0.0231566	0.0316164	0.0209283	0.0716477	0.0268917	0.0196736	0.00997894	0.0268917	0.0231566	0.0168594	0.0168594	0.015768	0.00997894	0.0315764	0.0168594	0.00997894	0.00997894	0.0196736	0.0422906	0.0231566	0.00997894	0.0268917	0.0231566	0.0196736	0.0196736	0.00997894	0.0231566	0.0315764	0.0231566	0.0315764	0.0231566	0.038545	0.0231566	0.0351317	0.0231566	0.0315764	0.0168594	0.0168594	0.0315764	0.015768	0.00997894	0.0315764	0.0315764	0.0231566	0.0331031	0.0196736	0.0168594	0.0196736	0.0408771	0.0315764	0.0315764	0.0315764	0.0168594	0.0231566	0.015768	0.0268917	0.0209283	0.0196736	0.0315764	0.0316164	0.0315764	0.0168594	0.0231566	0
FAM177B	0.029061	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.015768	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.015768	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.0209283	0.015768	0.0209283	0.015768	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.0240564	0.00997894	0.0209283	0.00997894	0.0209283	0.00997894	0.0209283	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.0316164	0.015768	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.0209283	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.015768	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.029061	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.015768	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.0209283	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.015768	0.00997894	0
TMEM143	0.00997894	0.0209283	0.0552863	0.029061	0.0420531	0.0315764	0.0315764	0.0196736	0.053787	0.0315764	0.0315764	0.0675365	0.0168594	0.0231566	0.0364888	0.0168594	0.0315764	0.0351317	0.0231566	0.0315764	0.0552863	0.0522491	0.0315764	0.0196736	0.0573845	0.0168594	0.0422906	0.00997894	0.0231566	0.0268917	0.0231566	0.029061	0.0315764	0.0331031	0.0168594	0.015768	0.0231566	0.029061	0.038545	0.0196736	0.038545	0.0315764	0.0231566	0.0315764	0.015768	0.0315764	0.0315764	0.0601664	0.0455834	0.0315764	0.0196736	0.0364888	0.0315764	0.0231566	0.0240564	0.0231566	0.0488975	0.0315764	0.0240564	0.0315764	0.0316164	0.0455834	0.0315764	0.0231566	0.0315764	0.0315764	0.0268917	0.0316164	0.0315764	0.0315764	0.00997894	0.0315764	0.0315764	0.0240564	0.0240564	0.00997894	0.0316164	0.0231566	0.0315764	0.00997894	0.015768	0.0196736	0.0855753	0.0315764	0.0196736	0.0209283	0.0381232	0.0647416	0.0522491	0.00997894	0.00997894	0.0522491	0.0231566	0.0315764	0.0231566	0.0209283	0.00997894	0.0315764	0.015768	0.00997894	0.0756295	0.029061	0.00997894	0.0631319	0.00997894	0.0364888	0.0315764	0.0315764	0.0315764	0.0585486	0.0196736	0.0315764	0.0315764	0.0315764	0.0315764	0.0364888	0.00997894	0.0420531	0.0331031	0.0315764	0.0240564	0.0498384	0.0196736	0.0601664	0.0168594	0.0315764	0.0315764	0.0196736	0.053787	0.0451171	0.0488975	0.0168594	0.0442577	0.0315764	0.0315764	0.0231566	0.0364888	0.0231566	0.00997894	0.0268917	0.0209283	0.015768	0.0196736	0.0637402	0.0315764	0.0196736	0.0315764	0
ANKRD35	0.268812	0.0196736	0.0196736	0.10205	0.0364888	0.0231566	0.0168594	0.0231566	0.0231566	0.0517925	0.0315764	0.00997894	0.0168594	0.0315764	0.00997894	0.0231566	0.0315764	0.0231566	0.015768	0.0315764	0.0240564	0.0168594	0.015768	0.0209283	0.0231566	0.0168594	0.0381232	0.0196736	0.0240564	0.0240564	0.0240564	0.0637458	0.0168594	0.0196736	0.0209283	0.015768	0.0315764	0.0381232	0.0311067	0.0231566	0.00997894	0.015768	0.0231566	0.0231566	0.0196736	0.0231566	0.118163	0.00997894	0.0168594	0.00997894	0.0231566	0.0196736	0.00997894	0.0196736	0.0331031	0.0231566	0.0268917	0.184521	0.015768	0.015768	0.237565	0.0268917	0.0315764	0.0231566	0.0315764	0.0231566	0.0268917	0.269069	0.0315764	0.0231566	0.00997894	0.0315764	0.0940856	0.0196736	0.0196736	0.0315764	0.0240564	0.0209283	0.0422906	0.0168594	0.0168594	0.0168594	0.194207	0.0168594	0.00997894	0.015768	0.00997894	0.015768	0.00997894	0.0231566	0.00997894	0.0196736	0.0315764	0.00997894	0.0268917	0.0196736	0.00997894	0.0315764	0.0331031	0.029061	0.0351317	0.0231566	0.00997894	0.0196736	0.00997894	0.269069	0.0168594	0.00997894	0.00997894	0.0351317	0.0168594	0.0231566	0.0315764	0.21091	0.0940856	0.0517925	0.0168594	0.0316164	0.0231566	0.0231566	0.0351317	0.0196736	0.0231566	0.029061	0.015768	0.0231566	0.0231566	0.10205	0.015768	0.00997894	0.194207	0.0168594	0.300565	0.0315764	0.0231566	0.0196736	0.0209283	0.0240564	0.00997894	0.0268917	0.0168594	0.0168594	0.0196736	0.0408771	0.0196736	0.0209283	0.0315764	0
GOLGA6L6	0.015768	0.00997894	0.015768	0.015768	0.00997894	0.00997894	0.015768	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.0209283	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.015768	0.0240564	0.00997894	0.0209283	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.0209283	0.015768	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.015768	0.015768	0.0209283	0.015768	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.015768	0.00997894	0.015768	0.0209283	0.00997894	0.015768	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.0209283	0.015768	0.00997894	0.015768	0.00997894	0.00997894	0.015768	0.0240564	0.00997894	0.0209283	0.015768	0.00997894	0.015768	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.015768	0.0240564	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.015768	0.00997894	0.00997894	0.015768	0.00997894	0.015768	0.015768	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.0240564	0.0209283	0.015768	0.00997894	0.00997894	0.015768	0.00997894	0.015768	0.00997894	0.015768	0.015768	0
CBLN3	0.0196736	0.119785	0.053787	0.00997894	0.0231566	0.0315764	0.0196736	0.0892357	0.00997894	0.0168594	0.0315764	0.038545	0.120477	0.0240564	0.136101	0.0240564	0.0315764	0.0231566	0.0196736	0.0315764	0.0196736	0.0442577	0.0231566	0.0638137	0.186345	0.0168594	0.0550379	0.0989739	0.00997894	0.0892357	0.0738767	0.0351317	0.0738767	0.0268917	0.029061	0.00997894	0.0231566	0.015768	0.0196736	0.0168594	0.00997894	0.0738767	0.0315764	0.0550379	0.211096	0.059868	0.0315764	0.0316164	0.029061	0.158715	0.0315764	0.0231566	0.0315764	0.0738767	0.015768	0.0231566	0.114868	0.203291	0.130837	0.0738767	0.0240564	0.0268917	0.136101	0.15854	0.0315764	0.120477	0.0351317	0.120477	0.120477	0.114735	0.0268917	0.0315764	0.114735	0.0315764	0.0196736	0.0231566	0.211096	0.086113	0.0315764	0.00997894	0.0209283	0.225766	0.0381232	0.0231566	0.0738767	0.149316	0.0168594	0.0168594	0.106323	0.0196736	0.00997894	0.090157	0.0385218	0.0196736	0.0315764	0.0168594	0.00997894	0.0550379	0.086113	0.0351317	0.0209283	0.203291	0.015768	0.0315764	0.00997894	0.0231566	0.0231566	0.114735	0.0231566	0.086113	0.0738767	0.0231566	0.15854	0.15854	0.086113	0.0231566	0.029061	0.0316164	0.0231566	0.086113	0.109938	0.0168594	0.0315764	0.015768	0.0168594	0.114735	0.114735	0.0196736	0.0196736	0.015768	0.0385218	0.0168594	0.0168594	0.0196736	0.0315764	0.0231566	0.0168594	0.0196736	0.015768	0.0738767	0.015768	0.0738767	0.114735	0.0638137	0.164463	0.086113	0.0638137	0
TMEM211	0.015768	0.0168594	0.00997894	0.00997894	0.00997894	0.0196736	0.0209283	0.00997894	0.00997894	0.0168594	0.0168594	0.0240564	0.015768	0.00997894	0.0168594	0.0168594	0.00997894	0.0196736	0.00997894	0.0168594	0.029061	0.0268917	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.0168594	0.00997894	0.0168594	0.00997894	0.0209283	0.015768	0.0209283	0.0168594	0.0168594	0.0168594	0.00997894	0.015768	0.0168594	0.0196736	0.00997894	0.00997894	0.0168594	0.0168594	0.0209283	0.015768	0.00997894	0.00997894	0.0168594	0.0168594	0.0168594	0.0209283	0.0196736	0.015768	0.015768	0.0196736	0.00997894	0.0168594	0.00997894	0.0168594	0.00997894	0.0168594	0.0168594	0.0168594	0.0168594	0.0196736	0.0168594	0.0168594	0.0196736	0.0196736	0.00997894	0.0209283	0.00997894	0.0168594	0.00997894	0.00997894	0.015768	0.0240564	0.00997894	0.0240564	0.00997894	0.015768	0.015768	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.0168594	0.00997894	0.00997894	0.0168594	0.0168594	0.0196736	0.0168594	0.015768	0.0168594	0.00997894	0.015768	0.0168594	0.00997894	0.00997894	0.015768	0.0196736	0.0168594	0.0196736	0.00997894	0.00997894	0.0168594	0.0168594	0.0168594	0.0168594	0.015768	0.015768	0.0196736	0.0168594	0.0168594	0.00997894	0.00997894	0.0168594	0.00997894	0.015768	0.015768	0.00997894	0.00997894	0.00997894	0.0196736	0.0168594	0.0168594	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.0168594	0.015768	0.00997894	0
ZBTB10	0.0240564	0.0231566	0.0315764	0.0268917	0.0315764	0.015768	0.0658332	0.0168594	0.0231566	0.0231566	0.0420531	0.0168594	0.00997894	0.0196736	0.00997894	0.0231566	0.053787	0.00997894	0.00997894	0.0591843	0.0315764	0.00997894	0.0196736	0.0315764	0.0315764	0.0315764	0.0315764	0.0231566	0.015768	0.0315764	0.0231566	0.0315764	0.0209283	0.0196736	0.0364888	0.0168594	0.0408771	0.0231566	0.0209283	0.029061	0.0231566	0.0231566	0.0196736	0.00997894	0.0315764	0.0231566	0.0231566	0.0315764	0.0315764	0.0315764	0.0315764	0.0231566	0.0381232	0.0231566	0.0196736	0.0231566	0.0196736	0.0331031	0.0231566	0.0315764	0.0315764	0.0315764	0.0240564	0.0196736	0.0316164	0.0196736	0.0315764	0.0231566	0.0732561	0.0196736	0.0168594	0.0331031	0.0209283	0.0315764	0.0315764	0.0420531	0.0315764	0.0168594	0.0168594	0.0196736	0.0231566	0.0315764	0.0231566	0.0196736	0.029061	0.0315764	0.0209283	0.0600815	0.0231566	0.0315764	0.00997894	0.0315764	0.0315764	0.0168594	0.00997894	0.0231566	0.00997894	0.0196736	0.0168594	0.0315764	0.00997894	0.0196736	0.0231566	0.0315764	0.00997894	0.0315764	0.0168594	0.0231566	0.015768	0.0315764	0.0231566	0.0689016	0.0585486	0.0420531	0.0552863	0.0231566	0.0471829	0.015768	0.015768	0.0196736	0.0231566	0.0231566	0.118163	0.0231566	0.0168594	0.0196736	0.0315764	0.0315764	0.0231566	0.0240564	0.0231566	0.0315764	0.0315764	0.0196736	0.0675365	0.015768	0.0351317	0.179143	0.00997894	0.0196736	0.0196736	0.0168594	0.0231566	0.0231566	0.0196736	0.00997894	0.0168594	0
TSPAN18	0.0231566	0.0240564	0.0316164	0.0364888	0.0196736	0.0196736	0.015768	0.0196736	0.0196736	0.0231566	0.0231566	0.0364888	0.0231566	0.029061	0.0316164	0.00997894	0.0209283	0.015768	0.0168594	0.0196736	0.029061	0.0351317	0.00997894	0.0168594	0.0408771	0.0240564	0.0607152	0.0196736	0.00997894	0.0209283	0.0196736	0.0240564	0.0168594	0.0408771	0.00997894	0.00997894	0.0196736	0.00997894	0.0240564	0.015768	0.00997894	0.0168594	0.015768	0.0231566	0.0504271	0.0240564	0.0315764	0.0316164	0.0451171	0.0231566	0.0451171	0.0196736	0.0168594	0.0231566	0.0209283	0.0168594	0.029061	0.0351317	0.0168594	0.0231566	0.0168594	0.0455834	0.0315764	0.015768	0.0231566	0.0315764	0.0268917	0.0601664	0.0168594	0.0168594	0.015768	0.00997894	0.0315764	0.015768	0.00997894	0.0196736	0.0488975	0.0231566	0.00997894	0.0316164	0.00997894	0.0539884	0.0331031	0.015768	0.0601664	0.0268917	0.0420531	0.029061	0.00997894	0.0231566	0.00997894	0.038545	0.0231566	0.0168594	0.0268917	0.0168594	0.00997894	0.0268917	0.0196736	0.0268917	0.0268917	0.0240564	0.0442577	0.0196736	0.00997894	0.0209283	0.0168594	0.00997894	0.0231566	0.0316164	0.0196736	0.0168594	0.0196736	0.0231566	0.0455834	0.0504271	0.0240564	0.0209283	0.0315764	0.0196736	0.0381232	0.00997894	0.0315764	0.0455834	0.0168594	0.0315764	0.015768	0.0240564	0.0471829	0.0488975	0.015768	0.029061	0.0268917	0.00997894	0.015768	0.00997894	0.0788971	0.0504271	0.015768	0.0231566	0.0168594	0.0168594	0.0231566	0.0168594	0.0231566	0.0240564	0.0196736	0
FAM160B2	0.0168594	0.0196736	0.0601664	0.0231566	0.0315764	0.0231566	0.0231566	0.0240564	0.0573845	0.00997894	0.0231566	0.0315764	0.0240564	0.0231566	0.0196736	0.0209283	0.0231566	0.0240564	0.0231566	0.0315764	0.0231566	0.0209283	0.0315764	0.015768	0.015768	0.0504271	0.0168594	0.0231566	0.0231566	0.0381232	0.0209283	0.0715438	0.0231566	0.0316164	0.0231566	0.00997894	0.0455834	0.0196736	0.0168594	0.0196736	0.0240564	0.0351317	0.029061	0.0231566	0.0733342	0.0240564	0.0168594	0.0268917	0.0498384	0.0168594	0.0168594	0.00997894	0.0315764	0.0455834	0.0196736	0.00997894	0.0196736	0.0196736	0.0315764	0.0268917	0.0315764	0.0231566	0.0315764	0.0408771	0.0196736	0.0315764	0.0231566	0.029061	0.0315764	0.0231566	0.015768	0.0231566	0.0315764	0.0231566	0.0209283	0.0351317	0.0315764	0.0196736	0.0168594	0.015768	0.015768	0.0209283	0.0316164	0.00997894	0.0196736	0.00997894	0.0231566	0.0240564	0.0315764	0.0351317	0.00997894	0.0601434	0.054523	0.0315764	0.0168594	0.0231566	0.00997894	0.015768	0.0231566	0.0231566	0.0364888	0.0451171	0.015768	0.0716477	0.00997894	0.0240564	0.0315764	0.0231566	0.0231566	0.0240564	0.0209283	0.00997894	0.0231566	0.029061	0.0231566	0.015768	0.0315764	0.0315764	0.0168594	0.015768	0.00997894	0.0168594	0.0316164	0.00997894	0.0196736	0.015768	0.0315764	0.0168594	0.0268917	0.0315764	0.0231566	0.0315764	0.0196736	0.0168594	0.0315764	0.0315764	0.0268917	0.0231566	0.015768	0.0196736	0.00997894	0.015768	0.0498384	0.0196736	0.0316164	0.015768	0.038545	0
FAM98C	0.0231566	0.0231566	0.075155	0.0196736	0.0231566	0.0315764	0.0209283	0.0196736	0.0364888	0.0573845	0.0196736	0.0231566	0.053787	0.00997894	0.0315764	0.0364888	0.0315764	0.0209283	0.0168594	0.0315764	0.0231566	0.0315764	0.0196736	0.00997894	0.0196736	0.0963969	0.0209283	0.0231566	0.0168594	0.0971778	0.0240564	0.0451171	0.0231566	0.0231566	0.0231566	0.015768	0.0231566	0.0231566	0.00997894	0.0168594	0.0168594	0.0535966	0.015768	0.0315764	0.079122	0.0168594	0.0364888	0.0168594	0.0905599	0.0381232	0.0196736	0.0316164	0.0231566	0.0716477	0.0196736	0.0874552	0.0231566	0.015768	0.0351317	0.0575166	0.0692684	0.0231566	0.0209283	0.0577024	0.0196736	0.0240564	0.0231566	0.0315764	0.0315764	0.0168594	0.0168594	0.0231566	0.0168594	0.0168594	0.0196736	0.0240564	0.0231566	0.0480393	0.0364888	0.0196736	0.0168594	0.0240564	0.0231566	0.0196736	0.0268917	0.0315764	0.0196736	0.0196736	0.0231566	0.094708	0.00997894	0.0196736	0.0480393	0.0168594	0.0196736	0.0231566	0.00997894	0.0168594	0.00997894	0.0316164	0.0231566	0.0196736	0.0315764	0.0788971	0.00997894	0.0209283	0.0315764	0.075155	0.00997894	0.00997894	0.038545	0.0168594	0.0209283	0.00997894	0.0315764	0.0231566	0.0315764	0.0231566	0.0231566	0.0231566	0.0364888	0.0231566	0.0522491	0.015768	0.00997894	0.029061	0.015768	0.0240564	0.0196736	0.0209283	0.0782811	0.0240564	0.0231566	0.0231566	0.0315764	0.0196736	0.0196736	0.0315764	0.00997894	0.0196736	0.0168594	0.0196736	0.0601434	0.0196736	0.0552863	0.0196736	0.0539884	0
